Srno,uri,yield,calories,totalCO2Emissions,co2EmissionsClass,totalWeight,dietLabels,healthLabels,cautions,cuisineType,mealType,dishType
803,http://www.edamam.com/ontologies/edamam.owl#recipe_169d0ce3880844048af70ca9245678a0,8,2022,2048.595535,C,1607.488889,"BALANCED,HIGH_FIBER,LOW_SODIUM","SUGAR_CONSCIOUS,VEGAN,VEGETARIAN,PESCATARIAN,MEDITERRANEAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",SULFITES,middle eastern,lunch/dinner,starter
807,http://www.edamam.com/ontologies/edamam.owl#recipe_2d5d4ec7aed34b258d9b3a6e2ea1242e,4,562,479.0618404,B,543.7478389,,"SUGAR_CONSCIOUS,VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,FODMAP_FREE,KOSHER",,american,lunch/dinner,condiments and sauces
810,http://www.edamam.com/ontologies/edamam.owl#recipe_fba268c05d70448ebe181df4a323dbc3,6,1310,4908.312608,E,2000.759865,LOW_CARB,"GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE",SULFITES,american,lunch/dinner,starter
814,http://www.edamam.com/ontologies/edamam.owl#recipe_468e8c829ebb479a964fdc498b04433b,6,1110,1062.979818,C,697.1140551,"HIGH_FIBER,LOW_FAT","LOW_FAT_ABS,SUGAR_CONSCIOUS,KIDNEY_FRIENDLY,VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,KOSHER",,middle eastern,breakfast,cereals
816,http://www.edamam.com/ontologies/edamam.owl#recipe_e1d4ac77a27e4dae88494536eac06d5a,2,270,1021.303277,D,642.6802066,"BALANCED,HIGH_FIBER","VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",SULFITES,indian,lunch/dinner,starter
822,http://www.edamam.com/ontologies/edamam.owl#recipe_f8b3acfd477c4a318b9a848bafa48cd8,2,371,NaN,NaN,582.9376027,,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","SULFITES,FODMAP",south east asian,lunch/dinner,starter
826,http://www.edamam.com/ontologies/edamam.owl#recipe_6508cd70797c4ba1b51c52c314bd6aaa,4,649,1132.421476,C,619.7826003,HIGH_FIBER,"SUGAR_CONSCIOUS,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,SULPHITE_FREE,KOSHER","GLUTEN,WHEAT,SULFITES",french,lunch/dinner,starter
828,http://www.edamam.com/ontologies/edamam.owl#recipe_4c07781eb1564973bf825f470aef9e88,6,1619,3583.53072,D,1292.396442,,"VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,KOSHER",SULFITES,indian,lunch/dinner,desserts
829,http://www.edamam.com/ontologies/edamam.owl#recipe_254518f849ab41318099387ea3351523,4,816,NaN,NaN,415.983101,LOW_CARB,"SUGAR_CONSCIOUS,KIDNEY_FRIENDLY,KETO_FRIENDLY,SPECIFIC_CARBS,MEDITERRANEAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",FODMAP,indian,lunch/dinner,starter
832,http://www.edamam.com/ontologies/edamam.owl#recipe_30162e0a0c904e0388f528c19b014bd0,2,293,NaN,NaN,241.1065913,,"VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","TREE_NUTS,SULFITES,FODMAP",middle eastern,lunch/dinner,condiments and sauces
833,http://www.edamam.com/ontologies/edamam.owl#recipe_52e900e8cf2444e1a87854ce1b89f785,2,454,265.2334932,B,229.1747023,LOW_FAT,"LOW_FAT_ABS,VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,KOSHER",SULFITES,american,lunch/dinner,starter
836,http://www.edamam.com/ontologies/edamam.owl#recipe_987ef0643e6944a98357e24e532acf03,2,323,NaN,NaN,384.7646261,,"VEGAN,VEGETARIAN,PESCATARIAN,SPECIFIC_CARBS,MEDITERRANEAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","TREE_NUTS,FODMAP",mediterranean,lunch/dinner,condiments and sauces
837,http://www.edamam.com/ontologies/edamam.owl#recipe_e4106dc552b14212bb5b6329d146915d,2,175,NaN,NaN,601.0044746,BALANCED,"VEGETARIAN,PESCATARIAN,SPECIFIC_CARBS,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",FODMAP,italian,lunch/dinner,main course
840,http://www.edamam.com/ontologies/edamam.owl#recipe_4a8be5d2059f441fb8497f16d0fb9bc6,8,2248,9344.3265,E,1419,"HIGH_FIBER,LOW_FAT,LOW_SODIUM","LOW_FAT_ABS,SUGAR_CONSCIOUS,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,PORK_FREE,RED_MEAT_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE",SULFITES,indian,lunch/dinner,condiments and sauces
842,http://www.edamam.com/ontologies/edamam.owl#recipe_f715ece21f1548f89b28129c549e4da6,8,1900,1163.827977,B,842.421159,,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",SULFITES,american,brunch,condiments and sauces
857,http://www.edamam.com/ontologies/edamam.owl#recipe_3993a0ccafd040d195261d4b3f0fd2bb,4,593,1955.81448,D,654.3170527,HIGH_FIBER,"SPECIFIC_CARBS,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,NO_SUGAR_ADDED,SULPHITE_FREE,FODMAP_FREE",TREE_NUTS,mediterranean,lunch/dinner,main course
859,http://www.edamam.com/ontologies/edamam.owl#recipe_9a04b3804eb942768b30ec0e04a0d0d3,4,543,NaN,NaN,146.8946974,"BALANCED,HIGH_FIBER","SUGAR_CONSCIOUS,VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","GLUTEN,WHEAT,FODMAP",american,lunch/dinner,pancake
862,http://www.edamam.com/ontologies/edamam.owl#recipe_25ce284d9b4646529dcb519cabf4bb1c,4,639,2066.628231,D,644.3096109,LOW_FAT,"LOW_FAT_ABS,KIDNEY_FRIENDLY,VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,KOSHER",SULFITES,italian,lunch/dinner,desserts
863,http://www.edamam.com/ontologies/edamam.owl#recipe_bb246d64038545d2a964cbc26d77b4b0,4,816,359.33488,B,1232.5376,,"SUGAR_CONSCIOUS,VEGETARIAN,PESCATARIAN,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,SULPHITE_FREE,KOSHER",,american,breakfast,condiments and sauces
866,http://www.edamam.com/ontologies/edamam.owl#recipe_9d418a0bbe334f83bbfe23c0115188cb,4,614,1187.964,C,945.4,"LOW_FAT,LOW_SODIUM","LOW_FAT_ABS,VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,FODMAP_FREE,KOSHER","SULFITES,FODMAP",french,teatime,drinks
867,http://www.edamam.com/ontologies/edamam.owl#recipe_e41b23a41828472ea391fbded386b8fa,6,1239,3884.334601,E,1633.4167,HIGH_FIBER,"MEDITERRANEAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,american,lunch/dinner,main course
871,http://www.edamam.com/ontologies/edamam.owl#recipe_f000de11d26546b8986406230df10ad0,6,945,1816.63336,D,1002.632775,,"SUGAR_CONSCIOUS,KIDNEY_FRIENDLY,VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,KOSHER",SULFITES,french,lunch/dinner,starter
874,http://www.edamam.com/ontologies/edamam.owl#recipe_35f00c6248704613ae4fc9e042534f6e,4,449,NaN,NaN,606.4006337,,"SUGAR_CONSCIOUS,KIDNEY_FRIENDLY,VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,KOSHER",FODMAP,indian,lunch/dinner,condiments and sauces
877,http://www.edamam.com/ontologies/edamam.owl#recipe_059eed60faa140de8a54818dfe7cf669,6,1170,NaN,NaN,606.1042147,LOW_FAT,"LOW_FAT_ABS,SUGAR_CONSCIOUS,KIDNEY_FRIENDLY,VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",FODMAP,south east asian,lunch/dinner,
878,http://www.edamam.com/ontologies/edamam.owl#recipe_2fdccbb4d62941e1be69f85ff191fe36,4,1126,533.8500353,B,391.0408766,LOW_FAT,"LOW_FAT_ABS,SUGAR_CONSCIOUS,VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,indian,lunch/dinner,condiments and sauces
880,http://www.edamam.com/ontologies/edamam.owl#recipe_3457c3a46e344025a1303b2336fa4679,4,866,NaN,NaN,768.3502869,,"SUGAR_CONSCIOUS,VEGAN,VEGETARIAN,PESCATARIAN,MEDITERRANEAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",FODMAP,indian,breakfast,cereals
882,http://www.edamam.com/ontologies/edamam.owl#recipe_b1edc88124e048549921a11b75f93dc3,6,953,8916.832577,F,671.7229158,,"SUGAR_CONSCIOUS,KIDNEY_FRIENDLY,VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","GLUTEN,WHEAT,SULFITES,FODMAP",indian,lunch/dinner,main course
887,http://www.edamam.com/ontologies/edamam.owl#recipe_6165802542394396b94a6b5c7e7ea8f5,4,555,NaN,NaN,805.6040162,,"VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","SULFITES,FODMAP",indian,lunch/dinner,main course
888,http://www.edamam.com/ontologies/edamam.owl#recipe_0911e38c58d14d07b701bbfdd270db6b,4,407,NaN,NaN,345.5799999,LOW_CARB,"SUGAR_CONSCIOUS,KIDNEY_FRIENDLY,KETO_FRIENDLY,VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","SULFITES,FODMAP",indian,lunch/dinner,condiments and sauces
889,http://www.edamam.com/ontologies/edamam.owl#recipe_396a6ddb55494f4092d2962168d1d405,4,616,2074.875148,D,983.4,"HIGH_FIBER,LOW_SODIUM","LOW_FAT_ABS,VEGAN,VEGETARIAN,PESCATARIAN,PALEO,SPECIFIC_CARBS,MEDITERRANEAN,DASH,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,NO_SUGAR_ADDED,SULPHITE_FREE,FODMAP_FREE,KOSHER",,american,lunch/dinner,condiments and sauces
890,http://www.edamam.com/ontologies/edamam.owl#recipe_50764ccc64a14f4bbddbd5543a99ded2,4,572,NaN,NaN,738.5133545,"BALANCED,HIGH_FIBER","VEGETARIAN,PESCATARIAN,SPECIFIC_CARBS,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","SULFITES,FODMAP",indian,lunch/dinner,starter
894,http://www.edamam.com/ontologies/edamam.owl#recipe_869943a29a26400090182d78dc0a22c1,2,345,NaN,NaN,359.8485847,,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,FODMAP_FREE,KOSHER","TREE_NUTS,SULFITES,FODMAP",south east asian,lunch/dinner,main course
895,http://www.edamam.com/ontologies/edamam.owl#recipe_e306cd4cc2924a2098b52d2f42e781d8,2,130,139.65616,A,280.288404,LOW_FAT,"LOW_FAT_ABS,VEGAN,VEGETARIAN,PESCATARIAN,PALEO,SPECIFIC_CARBS,MEDITERRANEAN,DASH,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",SULFITES,middle eastern,lunch/dinner,condiments and sauces
896,http://www.edamam.com/ontologies/edamam.owl#recipe_b2a4d291384244508e83c8189f934aa1,4,861,1448.456045,D,1190.352666,HIGH_FIBER,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","SULFITES,FODMAP",american,lunch/dinner,starter
897,http://www.edamam.com/ontologies/edamam.owl#recipe_a4a13687e77548d68457f89f52173728,4,551,NaN,NaN,422.95,"BALANCED,LOW_SODIUM","VEGAN,VEGETARIAN,PESCATARIAN,MEDITERRANEAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","SULFITES,FODMAP",indian,lunch/dinner,condiments and sauces
902,http://www.edamam.com/ontologies/edamam.owl#recipe_c564872e727749498a893fd3699488e6,4,570,693.071298,C,966.7420073,"BALANCED,HIGH_FIBER","VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","TREE_NUTS,SULFITES,FODMAP",indian,lunch/dinner,main course
903,http://www.edamam.com/ontologies/edamam.owl#recipe_587e78c2f929425a972f2d19f87ecc0d,6,1083,6205.475945,E,534.829684,BALANCED,"SUGAR_CONSCIOUS,LOW_POTASSIUM,KIDNEY_FRIENDLY,VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,KOSHER",SULFITES,indian,breakfast,main course
904,http://www.edamam.com/ontologies/edamam.owl#recipe_81e6429ea88144d0b09dc5c52a8ad0c4,6,1525,473.4780341,B,437.5399837,LOW_FAT,"SUGAR_CONSCIOUS,VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,middle eastern,breakfast,cereals
906,http://www.edamam.com/ontologies/edamam.owl#recipe_e649a2b8e5a4414fb98edc7ebc38a5fd,2,381,NaN,NaN,557.0604167,"HIGH_FIBER,LOW_SODIUM","VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,FODMAP_FREE,KOSHER","SULFITES,FODMAP",middle eastern,lunch/dinner,condiments and sauces
909,http://www.edamam.com/ontologies/edamam.owl#recipe_5f56e55b6c0b41c29fe92a47571cc6bf,4,602,1367.241276,D,1128.985086,"BALANCED,HIGH_FIBER","VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",SULFITES,american,lunch/dinner,starter
