Srno,uri,yield,calories,totalCO2Emissions,co2EmissionsClass,totalWeight,dietLabels,healthLabels,cautions,cuisineType,mealType,dishType
681,http://www.edamam.com/ontologies/edamam.owl#recipe_595e583ddf9f417b86b7424581129c98,8,1637,NaN,NaN,4762.301762,"BALANCED,HIGH_FIBER","VEGAN,VEGETARIAN,PESCATARIAN,MEDITERRANEAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","TREE_NUTS,FODMAP",south east asian,lunch/dinner,soup
687,http://www.edamam.com/ontologies/edamam.owl#recipe_64eb751fa76d4e1dac7de429c9a574c9,6,885,7240.452486,F,1059.695798,,"VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",SULFITES,indian,lunch/dinner,starter
689,http://www.edamam.com/ontologies/edamam.owl#recipe_dc6a87a6d3a34a0a9d4028408058e7d6,6,1431,7686.356389,F,663.26112,,"SUGAR_CONSCIOUS,KIDNEY_FRIENDLY,PESCATARIAN,EGG_FREE,PEANUT_FREE,SOY_FREE,PORK_FREE,RED_MEAT_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,SULPHITE_FREE",SULFITES,american,lunch/dinner,salad
691,http://www.edamam.com/ontologies/edamam.owl#recipe_d4bb92da7a824f8dbdedbf62061fb029,2,438,550.975,C,1154.264709,,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,KOSHER",SULFITES,caribbean,lunch/dinner,condiments and sauces
692,http://www.edamam.com/ontologies/edamam.owl#recipe_7b0aee66a2d947d0998920938dd0aecc,8,2161,NaN,NaN,1012.4281,HIGH_FIBER,"DAIRY_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","TREE_NUTS,FODMAP",indian,lunch/dinner,starter
698,http://www.edamam.com/ontologies/edamam.owl#recipe_6e40a3345d754cfab4d8745b58bc43af,2,328,242.577874,B,455.0044065,,"SUGAR_CONSCIOUS,VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","TREE_NUTS,FODMAP",mediterranean,lunch/dinner,starter
702,http://www.edamam.com/ontologies/edamam.owl#recipe_91830cffa97045d9805f243a73f86fdd,4,947,NaN,NaN,614.9954607,,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","TREE_NUTS,FODMAP",south east asian,lunch/dinner,
704,http://www.edamam.com/ontologies/edamam.owl#recipe_62445b638da14d6d9e93a1a161a8c7af,4,628,NaN,NaN,621.512586,,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,KOSHER","TREE_NUTS,FODMAP",mexican,lunch/dinner,main course
705,http://www.edamam.com/ontologies/edamam.owl#recipe_31ae9c4010644cfc86f03b9111c37d9f,4,1015,NaN,NaN,331.7282353,HIGH_FIBER,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",FODMAP,south east asian,lunch/dinner,
709,http://www.edamam.com/ontologies/edamam.owl#recipe_3c6482bdd87945b59e7db27c6dfa0bfb,2,247,417.2926456,C,280.3166667,LOW_SODIUM,"LOW_FAT_ABS,VEGETARIAN,PESCATARIAN,EGG_FREE,PEANUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,SULPHITE_FREE,KOSHER",SULFITES,american,breakfast,cereals
710,http://www.edamam.com/ontologies/edamam.owl#recipe_c851e9b3b9704a1d966e2f8eec04a4a0,4,345,1876.069648,D,708.2664196,,"VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",SULFITES,indian,lunch/dinner,starter
712,http://www.edamam.com/ontologies/edamam.owl#recipe_4582da051f894c3d8728915d967038bc,4,682,663.7278885,C,693.4329169,"HIGH_FIBER,LOW_FAT","LOW_FAT_ABS,VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,KOSHER",,french,lunch/dinner,starter
717,http://www.edamam.com/ontologies/edamam.owl#recipe_a1d169b93da94976afe65c573a92e6fb,4,839,203.1107233,A,228.8284666,"HIGH_FIBER,LOW_SODIUM","VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",SULFITES,mediterranean,lunch/dinner,starter
722,http://www.edamam.com/ontologies/edamam.owl#recipe_fa7fc15fc96d437bb86047c95f0cd62b,4,531,1736.587617,D,833.4551701,,"VEGETARIAN,PESCATARIAN,PALEO,SPECIFIC_CARBS,MEDITERRANEAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,indian,lunch/dinner,condiments and sauces
723,http://www.edamam.com/ontologies/edamam.owl#recipe_3aa231dfa6d14fa4a88ec7edd05360c4,4,816,976.8751079,C,725.5020473,LOW_FAT,"SUGAR_CONSCIOUS,VEGETARIAN,PESCATARIAN,MEDITERRANEAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,american,lunch/dinner,cereals
726,http://www.edamam.com/ontologies/edamam.owl#recipe_2b7fc85977764d3e96912d76d6896698,2,68,NaN,NaN,44.36522044,"LOW_CARB,LOW_SODIUM","LOW_FAT_ABS,SUGAR_CONSCIOUS,LOW_POTASSIUM,KIDNEY_FRIENDLY,KETO_FRIENDLY,VEGETARIAN,PESCATARIAN,SPECIFIC_CARBS,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,NO_SUGAR_ADDED,SULPHITE_FREE,FODMAP_FREE,KOSHER",FODMAP,american,lunch/dinner,main course
727,http://www.edamam.com/ontologies/edamam.owl#recipe_22a577ecf9e04841aff8b399b9cb359e,6,1025,8446.908407,F,946.9371824,LOW_CARB,"SUGAR_CONSCIOUS,KETO_FRIENDLY,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",SULFITES,indian,breakfast,main course
730,http://www.edamam.com/ontologies/edamam.owl#recipe_ba7857e988a64a69bd30ac005e8c2ade,6,1115,NaN,NaN,543.0989122,,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,KOSHER","SULFITES,FODMAP",american,lunch/dinner,condiments and sauces
737,http://www.edamam.com/ontologies/edamam.owl#recipe_c14c81bae76943de928fe4d6ca5a337a,6,1199,1396.253194,C,682.6325553,,"SUGAR_CONSCIOUS,VEGETARIAN,PESCATARIAN,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,SULPHITE_FREE,KOSHER",,indian,lunch/dinner,main course
738,http://www.edamam.com/ontologies/edamam.owl#recipe_1b58488f6ee94544a348c823427ba93c,6,1258,1487.343006,C,763.6125,LOW_SODIUM,"VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,SULPHITE_FREE,KOSHER","TREE_NUTS,SULFITES",south american,breakfast,main course
741,http://www.edamam.com/ontologies/edamam.owl#recipe_eaa80d519dce446f9d8003bd74a16d78,6,1382,108.3632157,A+,591.4037322,,"SUGAR_CONSCIOUS,LOW_POTASSIUM,KIDNEY_FRIENDLY,VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,FODMAP_FREE,KOSHER",,american,lunch/dinner,condiments and sauces
744,http://www.edamam.com/ontologies/edamam.owl#recipe_ab1be404c1684a35845025d8c6b5473b,8,2068,8534.468583,E,1258.400738,,"GLUTEN_FREE,WHEAT_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE",SULFITES,indian,lunch/dinner,starter
745,http://www.edamam.com/ontologies/edamam.owl#recipe_ea816babe9b64362a7fc05798b5dc22e,4,641,1236.125405,D,1073.921523,HIGH_FIBER,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,middle eastern,lunch/dinner,starter
747,http://www.edamam.com/ontologies/edamam.owl#recipe_42eb996be9144da3809a947bb622a10d,4,557,4342.841244,E,464.315777,LOW_CARB,"SUGAR_CONSCIOUS,KETO_FRIENDLY,VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,KOSHER",SULFITES,american,lunch/dinner,starter
748,http://www.edamam.com/ontologies/edamam.owl#recipe_f271056c70cf4c1f83d6da6872c22ea0,6,1580,1072.474971,C,741.9811652,HIGH_FIBER,"VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,indian,lunch/dinner,starter
749,http://www.edamam.com/ontologies/edamam.owl#recipe_e0eae7733be748d19f1991e400ae0ea9,6,1399,2739.615791,D,1013.0375,LOW_SODIUM,"VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,KOSHER",SULFITES,indian,lunch/dinner,desserts
752,http://www.edamam.com/ontologies/edamam.owl#recipe_10707aab56e5455fb9012d99408e7737,10,2368,14728.5813,F,1881.737263,LOW_CARB,"SUGAR_CONSCIOUS,KETO_FRIENDLY,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","TREE_NUTS,SULFITES",american,lunch/dinner,starter
753,http://www.edamam.com/ontologies/edamam.owl#recipe_00e64849b3a74fdeb453a2308860f85e,4,781,NaN,NaN,942.1947698,,"GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE","SULFITES,FODMAP",french,lunch/dinner,main course
755,http://www.edamam.com/ontologies/edamam.owl#recipe_24beaff38c0246ac87db7a9556a049b5,4,788,1779.90354,D,1259.80344,,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,KOSHER","GLUTEN,WHEAT,SULFITES",french,lunch/dinner,starter
761,http://www.edamam.com/ontologies/edamam.owl#recipe_75588d178cef4198acb57d7b8a5c4d96,4,544,1117.312041,C,1647.134633,,"VEGETARIAN,PESCATARIAN,MEDITERRANEAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",SULFITES,american,lunch/dinner,main course
764,http://www.edamam.com/ontologies/edamam.owl#recipe_446be7678fd346709d42cd0e830eb8ca,6,1016,NaN,NaN,1321.731718,HIGH_PROTEIN,"PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","TREE_NUTS,FODMAP",south east asian,lunch/dinner,starter
765,http://www.edamam.com/ontologies/edamam.owl#recipe_fb850f9423f244a8a4fd0833e453e6c3,4,819,1327.987461,D,884.0489631,,"VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,KOSHER","SULFITES,FODMAP",mediterranean,lunch/dinner,sandwiches
772,http://www.edamam.com/ontologies/edamam.owl#recipe_1681bbbc0f634ca58db6e0636003d46c,8,1917,7590.711,E,521.55,LOW_SODIUM,"KIDNEY_FRIENDLY,VEGETARIAN,PESCATARIAN,EGG_FREE,PEANUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,KOSHER",SULFITES,american,lunch/dinner,biscuits and cookies
776,http://www.edamam.com/ontologies/edamam.owl#recipe_15657f9b16e04d9898f3c054a5fc224c,2,391,791.4576743,D,603.0186489,HIGH_FIBER,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,french,lunch/dinner,starter
777,http://www.edamam.com/ontologies/edamam.owl#recipe_0cc1cc4f2b584d0aa6409b94d3df1fee,4,413,NaN,NaN,544.0913864,,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","TREE_NUTS,SULFITES,FODMAP",indian,lunch/dinner,
780,http://www.edamam.com/ontologies/edamam.owl#recipe_88353745d7004a8eb80eef07c9ee98f9,16,4376,13135.09346,E,3271.79185,,"SUGAR_CONSCIOUS,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,american,lunch/dinner,starter
784,http://www.edamam.com/ontologies/edamam.owl#recipe_24edfa9700c6407cb1e34c6efccf303c,6,913,NaN,NaN,1829.569108,"BALANCED,HIGH_FIBER","VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","TREE_NUTS,SULFITES,FODMAP",american,lunch/dinner,main course
786,http://www.edamam.com/ontologies/edamam.owl#recipe_ef1b64a295c34447b160152745120387,10,2833,6661.807435,E,1960.051507,"BALANCED,HIGH_FIBER","SUGAR_CONSCIOUS,VEGETARIAN,PESCATARIAN,MEDITERRANEAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","EGGS,MILK,SULFITES",mexican,lunch/dinner,starter
793,http://www.edamam.com/ontologies/edamam.owl#recipe_475fb326029d4b4ca6a571bf861646ae,4,1034,342.50684,B,278.2791404,LOW_FAT,"SUGAR_CONSCIOUS,VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,american,lunch/dinner,desserts
800,http://www.edamam.com/ontologies/edamam.owl#recipe_c750c8529df7437c8eaeec6bdeed377f,24,8025,8306.940909,D,2058.48894,LOW_SODIUM,"KIDNEY_FRIENDLY,VEGETARIAN,PESCATARIAN,EGG_FREE,PEANUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,KOSHER",SULFITES,mediterranean,lunch/dinner,desserts
801,http://www.edamam.com/ontologies/edamam.owl#recipe_f2b263786e4f45c28230b140ec245636,8,2208,1708.185712,C,1913.759075,,"VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,KOSHER",SULFITES,american,lunch/dinner,starter
802,http://www.edamam.com/ontologies/edamam.owl#recipe_5bda5222befc49969dc7c123ecff5ae4,4,377,1588.532618,D,483.1652525,BALANCED,"VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,KOSHER",SULFITES,american,lunch/dinner,condiments and sauces
